word,ipa_toned,clean_text,category,audio_path,duration
okukaka,okukáka,OKUGOMOKA. okukaka okukaruuza,abstract,okukaka.wav,0
okukakanisa,okukakanísa,((v.)) - - to force oneself to do something,abstract,okukakanisa.wav,0
okukakaza,okukakáza,((v.)) - - to move in a big mass or as a group,abstract,okukakaza.wav,0
okukama,okukáma,goat etc to get milk,abstract,okukama.wav,0
okukamahara,okukamaháɾa,((v.)) - - to become very rich or to live an easy life; to acquire power,abstract,okukamahara.wav,0
okukama-obwasi,okukama-oβwási,((v.)) - - to milk a cow that has lost its calf by giving it a hide to lick as it is being milked,abstract,okukama-obwasi.wav,0
okukamata,okukamáta,((v.)) - - to seize something or somebody forcefully,abstract,okukamata.wav,0
okukamba,okukámβa,((v.)) - - to become rough. My hair is rough,abstract,okukamba.wav,0
okukambarara,okukamβaɾáɾa,((v.)) - - to be stiff,abstract,okukambarara.wav,0
okukambiika,okukamβíːka,((v.)) - - to camp,abstract,okukambiika.wav,0
okukambuura,okukamβúːɾa,((v.)) - -  to demolish a structure.  to remove grass from a roof of a grass thatched house,abstract,okukambuura.wav,0
okukamiirira,okukamiːɾíɾa,((v.)) - - to milk so mu ch from the udder and leave too little for the calf,abstract,okukamiirira.wav,0
okukamuuka,okukamúːka,often as a way to insult someone. okukana2 v. to cut a skin into strips or to cut off the edges of a skin,abstract,okukamuuka.wav,0
okukanagira,okukanagíɾa,((v.)) - - to breath with difficulties. okukanama1 v. to refuse to do something. okukanama2 v. to do something with all one's strength. okukananga2 v. to hit repeatedly,abstract,okukanagira.wav,0
okukanangirira,okukanaŋiɾíɾa,((v.)) - - to lock the door very tightly so that it is very hard to open it,abstract,okukanangirira.wav,0
okukanantirira,okukanantiɾíɾa,((v.)) - - to tighten something with nails,abstract,okukanantirira.wav,0
okukanashura,okukanaʃúɾa,etc. okukanda2 v. to go wild (said of a garden or plantation). He left the weeds to grow in the banana plantation,abstract,okukanashura.wav,0
okukanduura,okukandúːɾa,((v.)) - - to clear a jungle or bush that had overgrown. okukanga1 v. to startle,abstract,okukanduura.wav,0
okukangaata,okukaŋáːta,((v.)) - - to hit hard with an object,abstract,okukangaata.wav,0
okukangaatira,okukaŋaːtíɾa,((v.)) - - to make something firm by hitting it e.g. a nail,abstract,okukangaatira.wav,0
okukangarana,okukaŋaɾána,((v.)) - - to be startled,abstract,okukangarana.wav,0
okukangaza,okukaŋáza,((v.)) - - to move up and down with an intent to do something,abstract,okukangaza.wav,0
okukanika,okukaníka,((v.)) - - to repair,abstract,okukanika.wav,0
okukanirira,okukaniɾíɾa,((v.)) - - to hammer a nail into a piece of wood,abstract,okukanirira.wav,0
okukanjakanja,okukanjakánja,((v.)) - - to chew something,abstract,okukanjakanja.wav,0
okukanjarara,okukanjaɾáɾa,((v.)) - - to dry something e.g. a cloth so that it longer contains water,abstract,okukanjarara.wav,0
okukankabura,okukankaβúɾa,((v.)) - - (of bananas) the stage of flowering. okukankabura1 v. to dismember; to make somebody or something wear out,abstract,okukankabura.wav,0
okukankama,okukankáma,((v.)) - -  to shout,abstract,okukankama.wav,0
okukanuka,okukanúka,((v.)) - - to die suddenly or unexpectedly and in a mysterious way without any sickness,abstract,okukanuka.wav,0
okukanura,okukanúɾa,((v.)) - - to cause to die suddenly or unexpectedly,abstract,okukanura.wav,0
okukanya,okukáɲa,((v.)) - - to increase in quantity or number. okukanyarara. okukanyarara1 v. to be riddled with creases (said of a cloth). okukara1 v. to expose something (especially meat) to fire in order to dry it. okukara2 v. to be tough on somebody,abstract,okukanya.wav,0
okukaraba,okukaɾáβa,((v.)) - - to to perform a ritual for atoning an act of murder,abstract,okukaraba.wav,0
okukarabira,okukaɾaβíɾa,((v.)) - - to hold onto something without letting it go,abstract,okukarabira.wav,0
okukarabura,okukaɾaβúɾa,((v.)) - - to scratch,abstract,okukarabura.wav,0
okukaraga,okukaɾága,((v.)) - -  to write in a distinctive way.  to sign one's name. okukaragata to tickle,abstract,okukaraga.wav,0
okukarakaata,okukaɾakáːta,((v.)) - - to get an unpleasant itch on the throat due to what one has eaten,abstract,okukarakaata.wav,0
okukarakamba,okukaɾakámβa,((v.)) - - to become stiff or too hard to be bent,abstract,okukarakamba.wav,0
okukarangatana,okukaɾaŋatána,((v.)) - - to be completely dry or dehydrated,abstract,okukarangatana.wav,0
okukarangura,okukaɾaŋúɾa,((v.)) - - to repeat a performance,abstract,okukarangura.wav,0
okukaruriza,okukaɾuɾíza,((v.)) - - to force something to move despite being in a poor state,abstract,okukaruriza.wav,0
okukaruuza,okukaɾúːza,((v.)) - - to try and clear something from the throat. okukatuka okukoma 120,abstract,okukaruuza.wav,0
okukatuka,okukatúka,((v.)) - - to snap,abstract,okukatuka.wav,0
okukeba,okukéβa,((v.)) - - to see someone especially when he or she is hiding. They saw him hiding in the forest. okukiika1 v. to meet as a group to discuss matters of mutual interest. okukiika2 v. to hide quickly what you do not want others to see. okukiika3 v. to make something lie horizontally. okukiikama1 v. to take a detour. okukiikama2 v. to be bent or sheared,abstract,okukeba.wav,0
okukiikamura,okukiːkamúɾa,((v.)) - - to cause something to turn to the original direction,abstract,okukiikamura.wav,0
okukiika-oruhoko,okukiːka-oɾuhóko,((v.)) - - to perform a ritual after someone has died,abstract,okukiika-oruhoko.wav,0
okukiikira,okukiːkíɾa,((v.)) - - to hold a baby on ones lap,abstract,okukiikira.wav,0
okukiikiza,okukiːkíza,((v.)) - -  to sit around the fire or to surround someone or something.  to place along the perimeter fence,abstract,okukiikiza.wav,0
okukiikuura,okukiːkúːɾa,((v.)) - - to take or express something in a round-about manner,abstract,okukiikuura.wav,0
okukiirana,okukiːɾána,((v.)) - - to play all the time instead of doing work,abstract,okukiirana.wav,0
okukikina,okukikína,((v.)) - - to suffer from a bad cough. okukimba1 v. to mock. okukimba2 v. to hit something or somebody hard by slapping. okukimba3 v. to drink or eat fast without a break. okukimba4 v. to experience a sharp pain,abstract,okukikina.wav,0
okukina,okukína,((v.)) - - (of people or animals) to trot,abstract,okukina.wav,0
okukinagira,okukinagíɾa,((v.)),abstract,okukinagira.wav,0
okukinduka,okukindúka,((v.)) - - to carry a very heavy load; to be overworked,abstract,okukinduka.wav,0
okukinga,okukíŋa,g a door,abstract,okukinga.wav,0
okukingirana,okukiŋiɾána,((v.)) - - to lock up something or someone,abstract,okukingirana.wav,0
okukinguuka,okukiŋúːka,((v.)) - - to become clear after something that has been blocking another is removed,abstract,okukinguuka.wav,0
okukiniika,okukiníːka,((v.)) - - to be sarcastic,abstract,okukiniika.wav,0
okukinuka,okukinúka,((v.)) - -. okukinura1 v. to consume everything. okukinura2 v. to beat someone or something hard. okukinura3 v. to kill suddenly,abstract,okukinuka.wav,0
okukinya,okukíɲa,((v.)) - - to throw something down heavily or with anger. okukira1 v. to be healed from sickness. okukira2 v.  to get something one has been in need of.  to get over an undesirable situation. okukira3 v. to give birth. okukira4 v. to be older or richer than someone,abstract,okukinya.wav,0
okukiranura,okukiɾanúɾa,((v.)) - - to adjust quantities to equality,abstract,okukiranura.wav,0
okukirengura,okukiɾeŋúɾa,((v.)) - - to pour a liquid in many containers,abstract,okukirengura.wav,0
okukirigiita,okukiɾigíːta,causing laughter or twitching movements,abstract,okukirigiita.wav,0
okukiriirira,okukiɾiːɾíɾa,((v.)) - - to survive narrowly,abstract,okukiriirira.wav,0
okukiriituka,okukiɾiːtúka,especially for children,abstract,okukiriituka.wav,0
okukirira-hakye,okukiɾiɾa-háce,((v.)) - - to escape death by sheer luck. okukiriza1 v. to lift,abstract,okukirira-hakye.wav,0
okukiruuka,okukiɾúːka,((v.)) - - to recover from sickness. okukiza1 v. to heal or relieve a person of pain or sickness. Doctors relieve patients of their pain. okukiza2 v. to have a greater quantity or a greater capacity for something. Doctors relieve patients of their pain,abstract,okukiruuka.wav,0
okukobeka,okukoβéka,((v.)) - -  to pass or secure a strand beneath another when making a knot.  to hide something behind another,abstract,okukobeka.wav,0
okukobora,okukoβóɾa,((v.)) - - to break transversal into two pieces or fragments,abstract,okukobora.wav,0
okukoborora,okukoβoɾóɾa,((v.)) - - used to refer to a cow to give birth before showing late pregnancy signs,abstract,okukoborora.wav,0
okukocakocora,okukocakocóɾa,pumpkin marrow and trees). okukogota2 v. to scrape something stuck into a surface (especially food stuck onto walls of a pot),abstract,okukocakocora.wav,0
okukohekana,okukohekána,((v.)) - -  to pull along something entrapped on your body.  to snatch,abstract,okukohekana.wav,0
okukohora,okukohóɾa,((v.)) - - to reduce the size of something by taking a small portion of it away,abstract,okukohora.wav,0
okukoka,okukóka,((v.)) - -  to come or go in large numbers (e.g. when attending a party).  to spill over (said of heaped things),abstract,okukoka.wav,0
okukokooka,okukokóːka,((v.)) - - (of the skin),abstract,okukokooka.wav,0
okukokoora,okukokóːɾa,((v.)) - - to remove the bark or scrab from something,abstract,okukokoora.wav,0
okukokootsa,okukokóːtsa,((v.)) - - to cause shriveling,abstract,okukokootsa.wav,0
okukokoza,okukokóza,and that it ha s been agreed upon. The men confirmed that they would work together. okukoma4 v. to stop at or terminate something,abstract,okukokoza.wav,0
okukomaga,okukomága,((v.)) - - to make backcloth,abstract,okukomaga.wav,0
okukomanga,okukomáŋa,especially done by birds with their beaks,abstract,okukomanga.wav,0
okukomantirira,okukomantiɾíɾa,((v.)) - - to close securely by nailing onto the frame,abstract,okukomantirira.wav,0
okukomba,okukómβa,((v.)) - - to lick,abstract,okukomba.wav,0
okukombatana,okukomβatána,okuhompatana,abstract,okukombatana.wav,0
okukombeera,okukomβéːɾa,((v.)) - - to combine effort,abstract,okukombeera.wav,0
okukombeeza,okukomβéːza,((v.)) - - to use hands alternatively when milking an animal,abstract,okukombeeza.wav,0
okukomboka,okukomβóka,((v.)) - - to strike someone with a lot of force,abstract,okukomboka.wav,0
okukomeeka,okukoméːka,((v.)) - - to mount the female (said of a cat or dog),abstract,okukomeeka.wav,0
okukomeerera,okukomeːɾéɾa,((v.)) - - to strike nails into something such as iron sheets when roofing. okukomera1 v. to pick unwanted buds from the tobacco plant. okukomera2 v. to give presents to a baby when it cuts its first teeth. okukomera3 v. to plant beans or maize wide apart,abstract,okukomeerera.wav,0
okukomesa,okukomésa,to perform a ceremony when the baby cuts the first teeth,abstract,okukomesa.wav,0
okukomooka,okukomóːka,((v.)) - - to originate from somewhere,abstract,okukomooka.wav,0
okukomooroka,okukomoːɾóka,((v.)) - - to become loose or unfastened. okukomoorora1 v.  to untie,abstract,okukomooroka.wav,0
okukomya,okukómya,"sheep, etc. okukona3 v. to prune nearly all the leaves of the banana plant",abstract,okukomya.wav,0
okukonda,okukónda,((v.)) - -  to cause something to fall without cutting it (e.g. a banana tree).  to cut down a big tree,abstract,okukonda.wav,0
okukondaharira,okukondahaɾíɾa,((v.)) - -  to weaken,abstract,okukondaharira.wav,0
okukondahirirwa,okukondahiɾíɾwa,with no hope and peace,abstract,okukondahirirwa.wav,0
okukondakonda,okukondakónda,((v.)) - - to swing or dangle,abstract,okukondakonda.wav,0
okukondogoza,okukondogóza,((v.)) - - to sit with the head bent forwards,abstract,okukondogoza.wav,0
okukondooka,okukondóːka,((v.)) - - to stoop,abstract,okukondooka.wav,0
okukondoora,okukondóːɾa,((v.)) - - to sweep,abstract,okukondoora.wav,0
okukondooza,okukondóːza,((v.)) - - to walk with a stoop because of exhaustion,abstract,okukondooza.wav,0
okukonera,okukonéɾa,((v.)) - - to harvest crops before they are fully mature,abstract,okukonera.wav,0
okukongooka,okukoŋóːka,"leaves, etc. The child fell down and broke off a part of his tooth",abstract,okukongooka.wav,0
okukongoora,okukoŋóːɾa,it dries up,abstract,okukongoora.wav,0
okukongoota,okukoŋóːta,especially when waiting to be let in through the door,abstract,okukongoota.wav,0
okukongootera,okukoŋoːtéɾa,((v.)) - - to repeatedly pat a child's back in order to make it go asleep or soothe it,abstract,okukongootera.wav,0
okukongora,okukoŋóɾa,((v.)) - - to cheat others at work by doing less,abstract,okukongora.wav,0
okukongyeza,okukoŋyéza,((v.)) - - to light something or make a fire,abstract,okukongyeza.wav,0
okukonjoka,okukonjóka,((v.)) - - to peel off,abstract,okukonjoka.wav,0
okukonkobeka,okukonkoβéka,((v.)) - - to insert nasal tag in the animal's nose to prevent it from sucking,abstract,okukonkobeka.wav,0
okukonkoboka,okukonkoβóka,((v.)) - - to fall off a tree or a branch (said of leaves),abstract,okukonkoboka.wav,0
okukonkobora,okukonkoβóɾa,((v.)) - - to break partially so as to hang down e.g. maize cobs from the main plant,abstract,okukonkobora.wav,0
okukonoka,okukonóka,e.g. a bunch of banana falling off from the mother plant. okukooha1 v. to get tired,abstract,okukonoka.wav,0
okukoohoka,okukoːhóka,((v.)) - - to work very hard for others without being paid or rewarded,abstract,okukoohoka.wav,0
okukoohokana,okukoːhokána,to be shrivelled. okukookoota okukumintuka 122,abstract,okukoohokana.wav,0
okukookootera,okukoːkoːtéɾa,((v.)) - - to shrink as result of being compressed by something else,abstract,okukookootera.wav,0
okukookora,okukoːkóɾa,"arms, etc are unable to touch or do anything",abstract,okukookora.wav,0
okukookorera,okukoːkoɾéɾa,((v.)) - - to remove something e.g. a fruit for someone else,abstract,okukookorera.wav,0
okukookotorora,okukoːkotoɾóɾa,((v.)) - - to stretch,abstract,okukookotorora.wav,0
okukoomeera,okukoːméːɾa,((v.)) - - to cook something again in order to increase its flavour,abstract,okukoomeera.wav,0
okukoora,okukóːɾa,neekoora juba,abstract,okukoora.wav,0
okukoota,okukóːta,((v.)) - - to eat something raw or half cooked,abstract,okukoota.wav,0
okukootagirira,okukoːtagiɾíɾa,destroy or damage something or somebody for self advantage,abstract,okukootagirira.wav,0
okukootooka,okukoːtóːka,((v.)) - - to move very slowly. A chameleon usually moves very slowly. okukooza1 v. to knock one's body on something or somebody unintetionally or with a hidden motive. okukooza2 v. (of a human beings or animals) to move slowly as though in pain,abstract,okukootooka.wav,0
okukopa,okukópa,((v.)) - - to imitate or copy.copying>],abstract,okukopa.wav,0
okukora,okukóɾa,create or make to be effective.  to be in employed,abstract,okukora.wav,0
okukoragana,okukoɾagána,((v.)) - - to cooperate,abstract,okukoragana.wav,0
okukoraho,okukoɾáho,((v.)) - -  to disapoint someone.  to touch on there. 3) to remove or take a bit from there,abstract,okukoraho.wav,0
okukorobora,okukoɾoβóɾa,((v.)) - -  to talk negatively about someone.  to chip in,abstract,okukorobora.wav,0
okukoroga,okukoɾóga,((v.)) - - to stir,abstract,okukoroga.wav,0
okukorogota,okukoɾogóta,((v.)) - - to scrape or to remove hard substances from something using force,abstract,okukorogota.wav,0
okukoromera,okukoɾoméɾa,((v.)) - - to curse,abstract,okukoromera.wav,0
okukorongotana,okukoɾoŋotána,((v.)) - - to clatter,abstract,okukorongotana.wav,0
okukoronzya,okukoɾónzya,((v.)) - - to make something produce a lot of noise,abstract,okukoronzya.wav,0
okukorora,okukoɾóɾa,((v.)) - - to cough,abstract,okukorora.wav,0
okukoroza,okukoɾóza,((v.)) - -  to cause to cough.  to make someone cough,abstract,okukoroza.wav,0
okukuba,okukúβa,support or mandate,abstract,okukuba.wav,0
okukubangura,okukuβaŋúɾa,((v.)) - - to roll to and from opposite direction repeatedly,abstract,okukubangura.wav,0
okukubuuka,okukuβúːka,((v.)) - - to make a u-turn; to swerve. okukubuura1 v. to unfold something. You unfold a book when you are reading. okukubuura2 v. to cause to return. You unfold a book when you are reading. okukubuura3 v. to win territory miltary. You unfold a book when you are reading,abstract,okukubuuka.wav,0
okukubuura-obusinde,okukuβuːɾa-oβusínde,a marriage ceremony where the bride and the groom visit the bride's parents after the bridal seclusion period. okukugira1 v.  to finish off,abstract,okukubuura-obusinde.wav,0
okukukumba,okukukúmβa,((v.)) - - to remove rubbish or dirt from a place,abstract,okukukumba.wav,0
okukumba,okukúmβa,((v.)) - - to walk majestically,abstract,okukumba.wav,0
okukumbagara,okukumβagáɾa,((v.)) - -  to move down loosely with no control in a bouncing manner.  roll over,abstract,okukumbagara.wav,0
okukumbagaza,okukumβagáza,((v.)) - - to roll something over,abstract,okukumbagaza.wav,0
okukumbagira,okukumβagíɾa,((v.)) - - The style of walking where a person goes steadily carefully,abstract,okukumbagira.wav,0
okukumbuuka,okukumβúːka,they all left,abstract,okukumbuuka.wav,0
okukumbuura,okukumβúːɾa,leaving it empty. He ate millet and emptied the basket,abstract,okukumbuura.wav,0
okukumiirira,okukumiːɾíɾa,((v.)) - - to block or prevent entry or exit. Go and block the cows from passing there,abstract,okukumiirira.wav,0
okukumintuka,okukumintúka,((v.)) - - to go beyond where one is okukumira okunaaha,abstract,okukumintuka.wav,0
okukumira,okukumíɾa,((v.)) - - to protect,abstract,okukumira.wav,0
okukumpanya,okukumpáɲa,talk or do things in a way that is deliberate,abstract,okukumpanya.wav,0
okukunamuuka,okukunamúːka,((v.)) - - to somersault; to turn upside down,abstract,okukunamuuka.wav,0
okukunda,okukúnda,enjoyable or satisfactory,abstract,okukunda.wav,0
okukunduura,okukundúːɾa,((v.)) - - to take away by uprooting in big numbers,abstract,okukunduura.wav,0
okukungaanya,okukuŋáːɲa,((v.)) - - to gather or put things together,abstract,okukungaanya.wav,0
okukungika,okukuŋíka,((v.)) - - to team up,abstract,okukungika.wav,0
okukunguuta,okukuŋúːta,((v.)) - - taping a container to dislodge what is stuck onto its walls. okukuriiriza1 v. to have sex with a woman in her late stages of pregnancy. okukuriiriza2 v. to exaggulate,abstract,okukunguuta.wav,0
okukwata-makushu,okukwata-makúʃu,he does not understand it well,abstract,okukwata-makushu.wav,0
okukwatanisa,okukwatanísa,((v.)) - -  to cooperate,abstract,okukwatanisa.wav,0
okumoga,okumóga,((v.)) - - to get a job or paid position of regular employment. He got a job as a gardener,abstract,okumoga.wav,0
okumogora,okumogóɾa,((v.)) - - to wean a baby,abstract,okumogora.wav,0
okumoka,okumóka,((v.)) - - (of dogs and foxes) to bark,abstract,okumoka.wav,0
okumootoora,okumoːtóːɾa,it becomes hard for one to understand what he is saying,abstract,okumootoora.wav,0
okumotoka,okumotóka,((v.)) - -  (of food and other substances) to decay or go bad. This food stayed overnight and it has gone bad.  to break off as a result corrosion or decay,abstract,okumotoka.wav,0
okumuga,okumúga,((v.)) - - to become lame,abstract,okumuga.wav,0
okumunyuuka,okumuɲúːka,((v.)) - - (of good sweet potatoes) to be soft and capable of being sucked. The sweet potatoes he has been eating were very good. okumurika1 v. to torch something in the dark so as to be seen. okumurika2 v. display,abstract,okumunyuuka.wav,0
okumurinkana,okumuɾinkána,bright or reflect light. Our church is shining,abstract,okumurinkana.wav,0
okumwa,okúmwa,((v.)) - - to shave hair using a razor blade. They shaved him using a razor blade and it cut her,abstract,okumwa.wav,0
okumwamwasa,okumwamwása,((v.)) - - to cause to glitter; polish to the point of glittering. They gave her a beautiful dress,abstract,okumwamwasa.wav,0
okumwamwatikana,okumwamwatikána,typically because it is very clean and polished. The shoe was very shiny after being polished,abstract,okumwamwatikana.wav,0
okumwaraguza,okumwaɾagúza,((v.)) - - to look here and there,abstract,okumwaraguza.wav,0
okumweisa,okumweísa,((v.)) - - to walk quickly at a terrific speed,abstract,okumweisa.wav,0
okumwemura,okumwemúɾa,((v.)) - - to show your true colours,abstract,okumwemura.wav,0
okumwenya,okumwéɲa,to give up,abstract,okumwenya.wav,0
okumwigiira,okumwigíːɾa,((v.)) - - to squeak,abstract,okumwigiira.wav,0
okumyasa,okumyása,((v.)) - - to flash,abstract,okumyasa.wav,0
okumyasya,okumyásya,((v.)),abstract,okumyasya.wav,0
okumyoka,okumyóka,((v.)) - - to deputise or act on somebody's behalf,abstract,okumyoka.wav,0
okumyora,okumyóɾa,((v.)) - - to twist,abstract,okumyora.wav,0
okunaaba,okunáːβa,((v.)) - - to bathe,abstract,okunaaba.wav,0
okunaafuuka,okunaːfúːka,((v.)) - - to act or do something slowly,abstract,okunaafuuka.wav,0
okunaaha,okunáːha,((v.)) - - to castrate,abstract,okunaaha.wav,0
okunaama,okunáːma,((v.)) - - to be i secret meeting (with),abstract,okunaama.wav,0
okunaamuura,okunaːmúːɾa,((v.)) - - to be slow in speech,abstract,okunaamuura.wav,0
okunaga,okunága,((v.)) - -  to throw away,abstract,okunaga.wav,0
okunaga-enkobe,okunaga-enkóβe,((v.)) - - to make high flames of fire,abstract,okunaga-enkobe.wav,0
okunagaijura,okunagaijúɾa,((v.)) - - to handle something carelessly,abstract,okunagaijura.wav,0
okunaga-omukono,okunaga-omukóno,he is going to die,abstract,okunaga-omukono.wav,0
okunagiirira,okunagiːɾíɾa,he did it alone. okunagira1 to rest,abstract,okunagiirira.wav,0
okunagonogoka,okunagonogóka,((v.)) - - to feel weak by experiencing muscle or joint pain. She was became weak in the joints after walking a long journey,abstract,okunagonogoka.wav,0
okunaguka,okunagúka,((v.)) - - to lie in the specified way,abstract,okunaguka.wav,0
okunagura,okunagúɾa,((v.)) - -  to take cows or goats in the bush and leave them there to graze on their own.  to leave someone or something to act unsupervised or without being cared for,abstract,okunagura.wav,0
okunagurwa,okunagúɾwa,((v.)) - - (of children) to lack care and grow on their own after the death of their parents. After the death of his parents he took care of himself. okunakuhara1 v. to become a destitute or desolate. He was miserable because of the toothache. okunakuhara2 v. to be poor as a result of something. He became poor because thieves stole his things,abstract,okunagurwa.wav,0
okunanata,okunanáta,((v.)) - - to make somebody calm or quiet. He tried to calm him down but he refused,abstract,okunanata.wav,0
okunangura,okunaŋúɾa,lashing or whipping. The headmaster has beaten the late-comers,abstract,okunangura.wav,0
okunanika,okunaníka,((v.)) - - to trudge,abstract,okunanika.wav,0
okunanuka,okunanúka,yaananuura,abstract,okunanuka.wav,0
okunegura,okunegúɾa,((v.)) - - to give something to someone and take it way from them again. okunegyeka1 v. to humbe oneself while bending your neck. The bride has humbled herself in the wedding gown. okunegyeka2 v. to be cooked to tenderness (said especially of vegetables). The bride has humbled herself in the wedding gown,abstract,okunegura.wav,0
okunegyeza,okuneɟéza,or to take something from one place to another. A farmer carried a sack of Irish potatoes from the garden to home,abstract,okunegyeza.wav,0
okuneka,okunéka,((v.)) - - to lose energy and be in need to sleep or rest. I have over worked today so I am tired,abstract,okuneka.wav,0
okunekaneka,okunekanéka,tidy and well dressed on expensive garments. You were looking very smart in your new suit,abstract,okunekaneka.wav,0
okunena,okunéna,((v.)) - - to chew or cruch,abstract,okunena.wav,0
okunena-enshaya,okunena-enʃáya,gnash,abstract,okunena-enshaya.wav,0
okunia,okunía,((v.)) - - to defecate,abstract,okunia.wav,0
okuniaganiaga,okuniaganiága,((v.)) - - to stagger,abstract,okuniaganiaga.wav,0
okuniagiira,okuniagíːɾa,((v.)) - - to walk slowly with heavy steps or with difficulty,abstract,okuniagiira.wav,0
okuniga,okuníga,((v.)) - - to strangle,abstract,okuniga.wav,0
okuniha,okuníha,((v.)) - - to be satiated with; to be weary,abstract,okuniha.wav,0
okunihiira,okunihíːɾa,I feel zealous,abstract,okunihiira.wav,0
okuninguka,okuniŋúka,((v.)) - - to make a notch on something. The glasses collided with one another and they got notched,abstract,okuninguka.wav,0
okuningura,okuniŋúɾa,((v.)) - -  to notch,abstract,okuningura.wav,0
okuniogana,okuniogána,((v.)) - - to be confined in an area with little room for manouver. People were confined in the playing field,abstract,okuniogana.wav,0
okunionioza,okunionióza,((v.)) - - to redicule someone by repeating through the nose what he or she has said. She annoyed me and I beat her,abstract,okunionioza.wav,0
okunofoora,okunofóːɾa,pound or sqeeze something hard. He has pounded the ground nuts completely. okunoga3 (of a sick person) to get worse. The patient's situation has worsened,abstract,okunofoora.wav,0
okunogoora,okunogóːɾa,((v.)) - - to make clay pots. He made a pot from clay soil. okunogora1 v. to cut something into two pieces transversely. She cut a piece of bread and gave it to him. okunogora2 v. to pay levy of cattle to the ruler when you enter his territory with cattle. He gave a lot of co ws to the king when he was entering his territory. okunogora3 v. to use a short cut while on a journey. He took a short cut across the field to get to school,abstract,okunogoora.wav,0
okunogyereza,okunoɟeɾéza,beans and wheat with a threshing stick with finness so as to remove the grains from husks,abstract,okunogyereza.wav,0
okunoija,okunoíja,((v.)) - - to pound something with a stick or hand. They beat him and he went crying,abstract,okunoija.wav,0
okunomba,okunómβa,((v.)) - - to paint one's face especially using cosmetics. He painted his face with national colours when he was going to watch the match,abstract,okunomba.wav,0
okunona,okunóna,((v.)) - - to hit something sharply. He hit him the hammer on the head,abstract,okunona.wav,0
okunonagira,okunonagíɾa,((v.)) - - to limp or hobble,abstract,okunonagira.wav,0
okunoneka,okunonéka,((v.)) - - to be refined,abstract,okunoneka.wav,0
okunonga,okunóŋa,((v.)) - - to be exhausted (by tiredness or sickness). He has bick sick for long he is very weak,abstract,okunonga.wav,0
okunonkoora,okunonkóːɾa,((v.)) - - to pluck or scoop ut something quickly. They plucked eyes out of the thief after he had stollen,abstract,okunonkoora.wav,0
okunonoora,okunonóːɾa,((v.)) - - to grind into very fine or smooth powder. My mother grinds sorghum into smooth powder,abstract,okunonoora.wav,0
okunonooza,okunonóːza,((v.)),abstract,okunonooza.wav,0
okunonzya,okunónzya,((v.)) - - to feel exhausted or fatigued. Walking has made me tired,abstract,okunonzya.wav,0
okunoofooka,okunoːfóːka,((v.)) - - to be lazy,abstract,okunoofooka.wav,0
okunooneza,okunoːnéza,((v.)) - - to use sparingly,abstract,okunooneza.wav,0
okunosha,okunóʃa,((v.)) - - to pinch. to grip on someone's body tightly and sharply between the finger and thumb. Mwebesa has pinched my cheek,abstract,okunosha.wav,0
okunuga,okunúga,((v.)) - -  to loathe,abstract,okunuga.wav,0
okunugisiriza,okunugisiɾíza,((v.)) - - to be in the habit of abhoring things,abstract,okunugisiriza.wav,0
okununga,okunúŋa,((v.)) - - to be stunted in growth or development. Cassava grew stunted because it was planted in a place with a okununguka okunyanyaasa 126,abstract,okununga.wav,0
okununguka,okunuŋúka,((v.)),abstract,okununguka.wav,0
okununguna,okunuŋúna,((v.)) - - (of food or drink) to taste as if it has salt and sugar in it. This porriedge is tasting salty,abstract,okununguna.wav,0
okunungurirwa,okunuŋuɾíɾwa,((v.)) - - to taste awful. She put much tomatoes in matooke and it tasted awful,abstract,okunungurirwa.wav,0
okunura,okunúɾa,((v.)) - - to be sweet or delicious. This food is delicious,abstract,okunura.wav,0
okunuriirwa,okunuɾíːɾwa,((v.)) - - to taste sweet like sugar. A sugarcane is sweet,abstract,okunuriirwa.wav,0
okunuubuka,okunuːβúka,((v.)) - - to sustain an abrasion. He fell with the bycycle and got bruised on the arm,abstract,okunuubuka.wav,0
okunuuka,okunúːka,((v.)) - - to smell badly,abstract,okunuuka.wav,0
okunuukiriza,okunuːkiɾíza,((v.)) - - to sniff repeatedly at different things (like a dog) so as to discern them. the he-goat was smelling on the urine of a she goat,abstract,okunuukiriza.wav,0
okunuusya,okunúːsya,((v.)) - - to do something with experience,abstract,okunuusya.wav,0
okunuza,okunúza,((v.)) - - to embellish a talk,abstract,okunuza.wav,0
okunwaza,okunwáza,((v.)) - - to lose out,abstract,okunwaza.wav,0
okunwekanweka,okunwekanwéka,((v.)) - - flatter,abstract,okunwekanweka.wav,0
okunwigiira,okunwigíːɾa,or through mud,abstract,okunwigiira.wav,0
okunyaama,okuɲáːma,lie down and sleep,abstract,okunyaama.wav,0
okunyaanyaata,okuɲaːɲáːta,((v.)) - - to slander,abstract,okunyaanyaata.wav,0
okunyaanyuka,okuɲaːɲúka,((v.)) - - to walk away shamelessly. The thief was given ten strokes of a cain and he walked away aimlessly,abstract,okunyaanyuka.wav,0
okunyaanyuura,okuɲaːɲúːɾa,((v.)) - - to move away in shame,abstract,okunyaanyuura.wav,0
okunyaara,okuɲáːɾa,((v.)) - - urinate,abstract,okunyaara.wav,0
okunyaaruka,okuɲaːɾúka,now hasn't he lost energy!,abstract,okunyaaruka.wav,0
